x,y,anxiety
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
1100.0,450.0,6.541995694163708
1100.0,500.0,7.92490114473166
1100.0,550.0,3.923908490355649
1100.0,580.0,16.998109631978355
100.0,300.0,27.67745735996379
250.0,300.0,9.766080765467152
300.0,300.0,21.83708252191372
350.0,300.0,70.17311663914946
400.0,300.0,9.256247059492113
450.0,300.0,2.4761011791123417
500.0,300.0,21.9245052131036
550.0,300.0,61.35420959854493
600.0,300.0,73.04665473297875
650.0,300.0,28.871975066794423
1000.0,300.0,5.965918282062069
205.0,50.0,15.60759916879704
205.0,100.0,36.314429323423255
205.0,150.0,57.70047714783973
205.0,200.0,22.9151700477413
205.0,250.0,19.279738042657797
205.0,300.0,21.74019579098177
205.0,800.0,47.26292476985583
205.0,550.0,21.303717924902163
205.0,1250.0,26.80624347650637
505.0,350.0,23.58031453879481
505.0,400.0,38.693167454321234
505.0,450.0,22.760767811158985
505.0,500.0,5.46726129657798
505.0,580.0,25.87460809893109
100.0,1000.0,61.69573721673822
800.0,1000.0,74.1304370403849
650.0,1000.0,31.96399126309153
300.0,300.0,40.610309396960126
350.0,1000.0,26.28605064114567
450.0,1000.0,44.37364046151468
500.0,1000.0,63.789777911959845
550.0,1000.0,62.79673891513733
600.0,1000.0,65.75727779226162
150.0,1000.0,26.189859473486894
1000.0,1000.0,40.56873875542783
1200.0,1000.0,11.699245760176035
800.0,50.0,83.44428478901678
205.0,100.0,38.17655846915548
800.0,150.0,37.525045836049394
800.0,200.0,89.33114313185698
800.0,250.0,31.658955502049285
205.0,300.0,24.533549949971395
800.0,800.0,4.033277789122052
205.0,550.0,7.711120600487171
800.0,1250.0,13.899117907533444
1100.0,350.0,61.72177651260511
1100.0,400.0,9.63773905043689
